Year,Authors with ETIS account,Title,URL,DOI,Imported keywords,Author keywords,Abstract
2021,SÃ³nia ClÃ¡udia Da Costa Sousa,Factors influencing content credibility in facebook's news feed,https://link.springer.com/article/10.1007%2Fs42454-021-00029-z,https://doi.org/10.1007/s42454-021-00029-z,,,"This study reports an exploratory inquiry into the problematic phenomenon of fake news on Facebook, aiming at providing an inside view on how users in the United Kingdom (UK) value the credibility of news posts on Facebook in a post-Brexit era. Participants (n=â€‰201) were asked to review four different Brexit-related Facebook posts that linked to news articles from UK tabloids that were published between 2016 and 2019. Two of the posts were debunked as fake news, while the other two were verified as real news. The authors of each Facebook post were different: two from UK tabloids and two from unknown individuals. Respondents were asked to identify the credibility of the news posts in Facebook's news feed. The results indicate that the author of the post significantly influences users' perceived credibility. For instance, a fake news post from an individual is perceived as the least trustworthy, while a real news post from an individual and a fake news post from a tabloid are somewhat similarly perceived. The content of a post is seen as most trustworthy when it is a real news post from a tabloid and as least credible when it is a fake news post from an individual. Finally, in two cases, credibility can predict willingness to interact with a post. The research concludes with a set of recommendations for future research."
2020,Esta Kaal; Kaja Tampere,"Bullying in university between peers and by personnel: Cultural variation in prevalence, forms, and gender differences in four countries.",http://link.springer.com/article/10.1007/s11218-019-09523-4,http://doi.org/10.1007/s11218-019-09523-4,,,"This study reports results from cross-cultural comparisons of (a) the frequency of university students' experiences of bullying victimization and perpetration between students, (b) students' experiences of bullying victimization by university personnel, and (c) the breakdown of victimization by the forms of bullying students have experienced. Gender breakdowns are offered. Survey data were collected from undergraduates in a total of 47 universities, using large sample sizes, similar measures and assessment methods in four countries: Argentina (N=â€‰969), Estonia (N=â€‰1053), Finland (N=â€‰4403), and the United States (N=â€‰2072). The results confirmed previous findings which suggest that a notable number of students experience bullying during university studies by fellow students and/or staff members, and a smaller number of students admit to bully their fellow students. The results add to previous knowledge by demonstrating remarkable cultural differences in the prevalence and forms of bullying and suggesting that bullying at the university level starts to transform similar to bullying in the workplace. The overall rates of bullying victimization and perpetration between students were the highest in Argentina, followed by the USA, Finland, and finally Estonia. However, victimization by university personnel was reported the most in Estonia, followed by Argentina, the USA, and Finland. Gender breakdowns in bullying experiences varied between countries. Verbal forms of bullying were common experiences. The most often reported form in all countries was unjustified criticism, belittling or humiliation related to academic performance. Students in the USA reported the highest frequencies in most forms of victimization. The results are discussed by reflecting on higher education features and comparing cultural characteristics of the countries. Practical implications are provided."
2024,Vitali Sõritski,Molecularly Imprinted Polymer-Based Electrochemical Sensor for the Detection of Azoxystrobin in Aqueous Media,https://www.mdpi.com/2073-4360/16/10/1394,https://doi.org/10.3390/polym16101394,,,"This work presents an electrochemical sensor detecting a fungicide-azoxystrobin (AZO) in aqueous environments. This AZO sensor utilizes a thin-film metal electrode (TFME) combined with an AZO-selective molecularly imprinted polymer (AZO&MIP). The AZO&MIP was directly generated on TFME through electrochemical polymerization from the solution containing two functional monomers: aniline (Ani) and m-phenylenediamine (mPD), and the template: AZO, which was afterwards removed to form AZO-selective cavities in the polymer matrix. The AZO&MIP preparation was characterized by electrochemical and ellipsometry measurements. Optimization of the synthesis parameters, including the charge density applied during electrodeposition, the monomer-to-template ratio, was performed to enhance the sensor's performance. The results demonstrated that the AZO sensor achieved a low limit of detection (LOD) of 3.6 nM and a limit of quantification (LOQ) of 11.8 nM in tap water, indicating its sensitivity in a complex aqueous environment. The sensor also exhibited satisfactory selectivity for AZO in both ultrapure and tap-water samples and achieved a good recovery (94&119%) for the target analyte. This study highlights the potential of MIP-based electrochemical sensors for the rapid and accurate detection of fungicide contaminants in water, contributing to the advancement of analytical tools for water-quality monitoring and risk assessment."
2021,Sikandar Muhammad Zulqarnain Khan,"Elliptic-Curve Crypto Processor for RFID Applications,",https://www.mdpi.com/2076-3417/11/15/7079,http://dx.doi.org/10.3390/app11157079,,,"This work presents an Elliptic-curve Point Multiplication (ECP) architecture with a focus on low latency and low area for radio-frequency-identification (RFID) applications overGF(2163). To achieve low latency, we have reduced the clock cycles by using: (i) three-shift buffers in the datapath to load Elliptic-curve parameters as well as an initial point, (ii) the identical size of input/output interfaces in all building blocks of the architecture. The low area is preserved by using the same hardware resources of squaring and multiplication for inversion computation. Finally, an efficient controller is used to control the inferred logic. The proposed ECP architecture is modeled in Verilog and the synthesis results are given on three different 7-series FPGA (Field Programmable Gate Array) devices, i.e., Kintex-7, Artix-7, and Virtex-7. The performance of the architecture is provided with the integration of a schoolbook multiplier (implemented with two different logic styles, i.e., combinational and sequential). On Kintex-7, the combinational implementation style of a schoolbook multiplier results in power-optimized, i.e., 161Î¼W, values with an expense of (i) hardware resources, i.e., 3561 look-up-tables and 1527 flip-flops, (ii) clock frequency, i.e., 227 MHz, and (iii) latency, i.e., 11.57Î¼s. On the same Kintex-7 device, the sequential implementation style of a schoolbook multiplier provides, (i) 2.88Î¼s latency, (ii) 1786 look-up-tables and 1855 flip-flops, (iii) 647Î¼W power, and (iv) 909 MHz clock frequency. Therefore, the reported area, latency and power results make the proposed ECP architecture well-suited for RFID applications."
2020,Saoni Banerji,Resonant MEMS Pressure Sensor in 180 nm CMOS Technology Obtained by BEOL Isotropic Etching,https://www.mdpi.com/1424-8220/20/21/6037,http://dx.doi.org/10.3390/s20216037,,,"This work presents the design and characterization of a resonant CMOS-MEMS pressure sensor manufactured in a standard 180 nm CMOS industry-compatible technology. The device consists of aluminum square plates attached together by means of tungsten vias integrated into the back end of line (BEOL) of the CMOS process. Three prototypes were designed and the structural characteristics were varied, particularly mass and thickness, which are directly related to the resonance frequency, quality factor, and pressure; while the same geometry at the frontal level, as well as the air gap, were maintained to allow structural comparative analysis of the structures. The devices were released through an isotropic wet etching step performed in-house after the CMOS die manufacturing, and characterized in terms of Q-factor vs. pressure, resonant frequency, and drift vs. temperature and biasing voltage."
2023,Anastassia Zeinatulina; Dmitri Pismennõi; Eeva-Gerda Kobrin; Maria Kuhtinskaja; Tiina KrišÄiunaite,Quantitative Analysis of Oat (Avena sativa L.) and Pea (Pisum sativum L.) Saponins in Plant-Based Food Products by Hydrophilic Interaction Liquid Chromatography Coupled with Mass Spectrometry,https://www.mdpi.com/2304-8158/12/5/991,http://dx.doi.org/10.3390/foods12050991,,,"This work presents the sample extraction methods for solid and liquid sample matrices for simultaneous quantification of oat (Avena sativaL.) and pea (Pisum sativumL.) saponins: avenacoside A, avenacoside B, 26-desglucoavenacoside A, and saponin B and 2,3-dihydro-2,5-dihydroxy-6-methyl-4H-pyran-4-one (DDMP) saponin, respectively. The targeted saponins were identified and quantified using a hydrophilic interaction liquid chromatography with mass spectrometric detection (HILIC-MS) method. The simple and high-throughput extraction procedure was developed for solid oat- and pea-based food samples. In addition, a very simple extraction procedure for liquid samples, without the need to use lyophilisation, was also implemented. Oat seed flour (U-13C-labelled) and soyasaponin Ba were used as internal standards for avenacoside A and saponin B, respectively. Other saponins were relatively quantified based on avenacoside A and saponin B standard responses. The developed method was tested and successfully validated using oat and pea flours, protein concentrates and isolates, as well as their mixtures, and plant-based drinks. With this method, the saponins from oat- and pea-based products were separated and quantified simultaneously within 6 min. The use of respective internal standards derived from U-13C-labelled oat and soyasaponin Ba ensured high accuracy and precision of the proposed method."
2022,Ivar Zekker,Mapping of marine lobster research: A global outlook,https://www.frontiersin.org/articles/10.3389/fmars.2022.976199/abstract,http://dx.doi.org/10.3389/fmars.2022.976199,,,"Thus, the main purpose of our study is to determine the current pattern of research trends regarding marine lobster research in the world, using scientometric analysis. Specifically, we focused on publication trends, prominent authors and affiliations involved, countries that actively participated, and co-citation analysis of references as well as impactful articles and keywords. This will help identify research gaps, predicting future opportunities as well as further planning of grant applications on these organisms. We also expect our review to attract the attention of more researchers, especially postgraduate students and early career researchers, to become involved in this exclusively and valuable shellfish production in the future."
2022,Aleksandr Žarkovski; Anti Kalda; Indrek Heinla; Keerthana Chithanathan; Li Tian,Glial Receptor PLXNB2 Regulates Schizophrenia-related Stress Perception Via the Amygdala,https://www.frontiersin.org/articles/10.3389/fimmu.2022.1005067/full,http://dx.doi.org/10.3389/fimmu.2022.1005067,,,"Thus, we hypothesized that immune/glial receptors, particularly the Plxn/Sema family, may contribute to regulation of stress-induced neuroinflammation in schizophrenia. We hence first recruited a cohort of first-episode schizophrenia (FES) patients and healthy controls (HCs) to compare gene expressions in their peripheral blood cells, and we next examined Plxn/Sema expressions in mice undergoing chronic unpredictable stress (CUS) and further studied alterations of anxiety behaviors along with glial activation of mice after intra-amygdaloid functional blocking of Plxnb2 using a monoclonal antibody (mAb)."
2020,Katrin Sak,Antioxidant Phytoconstituents From Onosma bracteata Wall. (Boraginaceae) Ameliorate the CCl4 Induced Hepatic Damage: In Vivo Study in Male Wistar Rats,https://www.frontiersin.org/articles/10.3389/fphar.2020.01301/full,http://doi.org/10.3389/fphar.2020.01301,,,"Thus, we planned to explore the protective effects ofObethfromO. bracteataby usingin vitroassaysviz. antioxidant, antimutagenic and DNA protective potential. Further,in vivostudies were carried out to explore the hepatoprotective effects ofObeth viaevaluation of serum marker enzymes, antioxidative enzymes and histopathological parameters. Modulatory effects on the expression level of p53, COX-2, NF-ÎºB, and Cyclin D were studied using immunohistochemical (IHC) and Western blotting."
2023,Julia Geller,First Expert Elicitation of Knowledge on Possible Drivers of Observed Increasing Human Cases of Tick-Borne Encephalitis in Europe,http://www.mdpi.com/1999-4915/15/3/791,http://dx.doi.org/10.3390/v15030791,,,"Tick-borne encephalitis (TBE) is a viral disease endemic in Eurasia. The virus is mainly transmitted to humans via ticks and occasionally via the consumption of unpasteurized milk products. The European Centre for Disease Prevention and Control reported an increase in TBE incidence over the past years in Europe as well as the emergence of the disease in new areas. To better understand this phenomenon, we investigated the drivers of TBE emergence and increase in incidence in humans through an expert knowledge elicitation. We listed 59 possible drivers grouped in eight domains and elicited forty European experts to: (i) allocate a score per driver, (ii) weight this score within each domain, and (iii) weight the different domains and attribute an uncertainty level per domain. An overall weighted score per driver was calculated, and drivers with comparable scores were grouped into three terminal nodes using a regression tree analysis. The drivers with the highest scores were: (i) changes in human behavior/activities; (ii) changes in eating habits or consumer demand; (iii) changes in the landscape; (iv) influence of humidity on the survival and transmission of the pathogen; (v) difficulty to control reservoir(s) and/or vector(s); (vi) influence of temperature on virus survival and transmission; (vii) number of wildlife compartments/groups acting as reservoirs or amplifying hosts; (viii) increase of autochthonous wild mammals; and (ix) number of tick species vectors and their distribution. Our results support researchers in prioritizing studies targeting the most relevant drivers of emergence and increasing TBE incidence."
2020,Talis Bachmann,The Set of Priors Related Concepts Instrumental in Understanding Conscious Perception Begs Clarification,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.01293/full,http://dx.doi.org/10.3389/fpsyg.2020.01293,,,"To illustrate the point, inTable 1some pairs of mutually related concepts are presented, indicating mutual overlap where it appears to be present (in this paper I restrict the discourse to research where typical trial-by-trial stimuli presentation is used and responses of participants are recorded in order to measure objective veridicality and/or subjective evaluation of the stimuli). The effects of mechanisms attributed to information processing under the umbrella of one such concept are possibly caused or partly influenced by the mechanisms covered by some other such concept. It should be clear that in order to have clear-cut crispiness and validity of interpretations of the experimental results, experimental designs must allow avoiding hidden confounds or, at least, these possible confounds must be listed in the limitations part of studies (the standard requirement to stick to one concept and avoid unexplained parallel use of different concepts for the same effect goes without saying). The large range of overlap between the underlying perceptual-cognitive mechanisms signified by the different corresponding concepts inTable 1shows how easy it is to create scientific misunderstanding, if not invalid interpretations."
2020,Pablo David Scodeller,Targeting tumors using peptides,https://www.mdpi.com/1420-3049/25/4/808,http://doi.org/10.3390/molecules25040808,,,"To penetrate solid tumors, low molecular weight (Mw < 10 KDa) compounds have an edge over antibodies: their higher penetration because of their small size. Because of the dense stroma and high interstitial fluid pressure of solid tumors, the penetration of higher Mw compounds is unfavored and being small thus becomes an advantage. This review covers a wide range of peptidic ligands: linear, cyclic, macrocyclic and cyclotidic peptides: to target tumors: We describe the main tools to identify peptides experimentally, such as phage display, and the possible chemical modifications to enhance the properties of the identified peptides. We also review in silico identification of peptides and the most salient non-peptidic ligands in clinical stages. We later focus the attention on the current validated ligands available to target different tumor compartments: blood vessels, extracelullar matrix, and tumor associated macrophages. The clinical advances and failures of these ligands and their therapeutic conjugates will be discussed. We aim to present the reader with the state-of-the-art in targeting tumors, by using low Mw molecules, and the tools to identify new ligands."
2023,Andrus Org; Ann Siiman; Maigi Vija; Marvi Remmik; Riina Reinsalu,With or without Wikipedia? Integrating Wikipedia into the Teaching Process in Estonian General Education Schools,https://www.mdpi.com/2227-7102/13/6/583,http://dx.doi.org/10.3390/educsci13060583,,,"Today's education has been shaped by the rapid development of digital technologies and easy accessibility to a large number of electronic sources. This has instigated a genuine need to change current teaching attitudes and practices. Wikipedia, as a multilingual online platform open to all, is a source of information that is used on a daily basis and therefore cannot be ignored in the teaching process. The aim of this study is to explore the possibilities of using the Estonian Wikipedia for teaching purposes in general education schools. The study is based on semi-structured interviews with 49 teachers from 11 general education schools in Estonia. The results of the qualitative content analysis of the interviews indicate that teachers consider the use of Wikipedia to be a suitable for teaching, alongside other information sources and environments. However, teachers acknowledge some uncertainty and caution towards Wikipedia, as they do not consider it a very reliable teaching tool: an attitude largely inherited from the early days of Wikipedia. While teachers themselves are active and frequent Wikipedia users, and allow students to search for information, they do not assign Wikipedia-based text-creation tasks to students. The results of this study provide a basis for discussion about integrating Wikipedia into teaching in a way that is accessible, engaging, and inclusive for students."
2022,Jack Barrie Holbrook; Miia Rannikm�e; Tapashi Binte Mahmud Chowdhury,A Future Trend for Science Education: A Constructivism-Humanism Approach to Trans-Contextualisation,https://www.mdpi.com/2227-7102/12/6/413,http://dx.doi.org/10.3390/educsci12060413,,,"Today's society faces new challenges, especially related to sustainability, in which the role of science within society is becoming increasingly important. This study seeks to re-examine the focus of school science/STEM education in light of increasing societal challenges by introducing a trans-contextualisation component within science education so as to go beyond the classroom and seek to impact the societal setting. In so doing, this study, through a constructivism-humanism approach, develops a theoretical 4-phase model by adding a trans-contextualisation learning phase to a literature-supported 3-stage science education teaching model. This enhanced model is put forward to enable science education to play a stronger role in impacting societal development towards building an active informed citizenry, enabling society to reflect on potential ways to meet its needs in moving towards a sustainable future. The study seeks science educator views familiar with the 3-stage teaching approach on the enhanced 4-phase model in terms of its value, feasibility and potential constraints. Such views are shown to be positive and aligned with the generally supportive views of teachers identified in a prior study."
2021,Anton Rassõlkin; TamÃ¡s Orosz,Automatic Tolerance Analysis of Permanent Magnet Machines with Encapsuled FEM Models Using digital-twin-distiller,https://www.mdpi.com/2227-9717/9/11/2077,http://dx.doi.org/10.3390/pr9112077,,,"Tolerance analysis is crucial in every manufacturing process, such as electrical machine design, because tight tolerances lead to high manufacturing costs. A FEM-based solution of the tolerance analysis of an electrical machine can easily lead to a computationally expensive problem. Many papers have proposed the design of experiments, surrogate-model-based methodologies, to reduce the computational demand of this problem. However, these papers did not focus on the information loss and the limitations of the applied methodologies. Regardless, the absolute value of the calculated tolerance and the numerical error of the applied numerical methods can be in the same order of magnitude. In this paper, the tolerance and the sensitivity of BLDC machines' cogging torque are analysed using different methodologies. The results show that the manufacturing tolerances can have a significant effect on the calculated parameters, and that the mean value of the calculated cogging torque increases. The design of the experiment-based methodologies significantly reduced the calculation time, and shows that the encapsulated FEM model can be invoked from an external system-level optimization to examine the design from different aspects."
2023,Anzori Shalvovich Georgadze,Optimization of the WLS design for positron emission mammography and Total-Body J-PET systems,https://bamsjournal.com/resources/html/articlesList?issueId=15819,http://doi.org/10.5604/01.3001.0054.1942,,"WLS, J-PET, total-body PET, medical imaging, J-PEM","Total body positron emission tomography (PET) instruments are medical imaging devices that detect and visualize metabolic activity in the entire body. The PET scanner has a ring-shaped detector that surrounds the patient, which detects the gamma rays emitted by the tracer as it decays. Usually, these detectors are made up of scintillation crystals coupled to photodetectors that convert the light produced by the scintillation crystal into electrical signals. The Jagiellonian Positron Emission Mammograph (J-PEM) is the first J-PET prototype module based on a novel idea with a plastic scintillator and wavelength shifter (WLS). At the same time, it is a prototype module for the total-body J-PET system. 
J-PEM can be an effective system for the detection and diagnosis of breast cancer in its early stage by improving sensitivity. This can be achieved using superior timing properties of plastic scintillators and combined with the WLS sheets readout. In this paper, we present an application of the Geant4 program for simulating optical photon transport in the J-PEM module. We aim to study the light transport within scintillator bars and WLS sheets to optimize gamma-ray hit position resolution. We simulated a pencil beam of 511 keV photons impinging the scintillator bar at different locations. For each condition, we calculated the value of the pulse height centroid and the spread of the photon distribution. Some free parameters of the simulation, like the reflectivity and the effective attenuation length in the sheet, were determined from a comparison to experimental data. Finally, we estimate the influence of the application of WLS layer in the total-body J-PET on the scatter fraction.
To optimize the performance of the J-PEM module, we compared geometry with the number of WLS strips 50 and 83. It was found, that spatial resolution was 2.7 mm and 3.5 mm FWHM for 50 and 83 WLS strips respectively. Despite the better granularity, the 83-strip WLS geometry exhibits poorer resolution due to fewer photons being transmitted to the strip, resulting in large fluctuations of signal.
"
2024,Arvo Tullus; Hardi Tullus; Katri Ots; Mari Sild; Reimo Lutter; Tea Tullus,Ash Treatment Promotes the Revegetation of Abandoned Extracted Peatlands,,https://doi.org/10.3390/land13101623,,,"Treating peat with nutrient-rich ash significantly increases the content of different nutrients in the substrate. Such ash treatment promotes the revegetation of abandoned extracted peatlands. The aim of this study is to analyze the effect of wood ash (WA15 = 15 t ha−1 and WA10 = 10 t ha−1),oil shale ash (OSA8 = 8 t ha−1), and a mixture of wood ash and oil shale ash (WA10 + OSA8) on the revegetation (vascular plants and bryophytes) of the Puhatu abandoned extracted peatland in NE Estonia. The following results were obtained: (1) The MRPP tests indicate that there are compositional
differences between the treatments. (2) Altogether, 23 vascular plant and 3 bryophyte species were recorded in the treatment areas. (3) Nine years after these ash treatments, the highest mean vascular plant species richness was recorded for WA15 (3.8 ± 0.3) and the lowest for OSA8 (2.0 ± 0.3). (4) A greater number of vascular plant species was observed in the WA15 area. (5) Mixed ash and wood ash had a significant effect on the amount of biomass in vascular plants. Treating with either wood ash or
a mixture of ash ensured the rapid formation of vascular plants and bryophyte layers, contributing to the restoration of the abandoned peatland ecosystem."
2020,Annika Adoberg; Ivo Fridolin; Joosep Paats; Jürgen Arund; Kristjan Pilt; Liisi Leis; Merike Luman; Nils Fredrik Arne Uhlin,Serum Levels and Removal by Haemodialysis and Haemodiafiltration of Tryptophan-Derived Uremic Toxins in ESKD Patients,https://www.mdpi.com/1422-0067/21/4/1522,http://dx.doi.org/10.3390/ijms21041522,,,"Tryptophan is an essential dietary amino acid that originates uremic toxins that contribute to end-stage kidney disease (ESKD) patient outcomes. We evaluated serum levels and removal during haemodialysis and haemodiafiltration of tryptophan and tryptophan-derived uremic toxins, indoxyl sulfate (IS) and indole acetic acid (IAA), in ESKD patients in different dialysis treatment settings. This prospective multicentre study in four European dialysis centres enrolled 78 patients with ESKD. Blood and spent dialysate samples obtained during dialysis were analysed with high-performance liquid chromatography to assess uremic solutes, their reduction ratio (RR) and total removed solute (TRS). Mean free serum tryptophan and IS concentrations increased, and concentration of IAA decreased over pre-dialysis levels (67%, 49%, âˆ’0.8%, respectively) during the first hour of dialysis. While mean serum total urea, IS and IAA concentrations decreased during dialysis (âˆ’72%, âˆ’39%, âˆ’43%, respectively), serum tryptophan levels increased, resulting in negative RR (âˆ’8%) towards the end of the dialysis session (p< 0.001), despite remarkable Trp losses in dialysate. RR and TRS values based on serum (total, free) and dialysate solute concentrations were lower for conventional low-flux dialysis (p< 0.001). High-efficiency haemodiafiltration resulted in 80% higher Trp losses than conventional low-flux dialysis, despite similar neutral Trp RR values. In conclusion, serum Trp concentrations and RR behave differently from uremic solutes IS, IAA and urea and Trp RR did not reflect dialysis Trp losses. Conventional low-flux dialysis may not adequately clear Trp-related uremic toxins while high efficiency haemodiafiltration increased Trp losses."
2021,Ago Rinken; Allan Tobi; Kristina Põšnograjeva; Prakash Lingasamy; Sergei Kopantšuk; Tambet Teesalu,PL1 Peptide Engages Acidic Surfaces on Tumor-Associated Fibronectin and Tenascin Isoforms to Trigger Cellular Uptake,https://www.mdpi.com/1999-4923/13/12/1998,http://dx.doi.org/10.3390/pharmaceutics13121998,Extracellular matrix (ECM) | Fibronectin | Glioblastoma | Molecular docking | Molecular dynamics simulations | Nanoparticles | Tenascin-C | Tumor homing peptide,,"Tumor extracellular matrix (ECM) is a high-capacity target for the precision delivery of affinity ligand-guided drugs and imaging agents. Recently, we developed a PL1 peptide (sequence: PPRRGLIKLKTS) for systemic targeting of malignant ECM. Here, we map the dynamics of PL1 binding to its receptors Fibronectin Extra Domain B (FN-EDB) and Tenascin C C-isoform (TNC-C) by computational modeling and cell-free binding studies on mutated receptor proteins, and study cellular binding and internalization of PL1 nanoparticles in cultured cells. Molecular dynamics simulation and docking analysis suggested that the engagement of PL1 peptide with both receptors is primarily driven by electrostatic interactions. Substituting acidic amino acid residues with neutral amino acids at predicted PL1 binding sites in FN-EDB (D52N-D49N-D12N) and TNC-C (D39N-D45N) resulted in the loss of binding of PL1 nanoparticles. Remarkably, PL1-functionalized nanoparticles (NPs) were not only deposited on the target ECM but bound the cells and initiated a robust cellular uptake via a pathway resembling macropinocytosis. Our studies establish the mode of engagement of the PL1 peptide with its receptors and suggest applications for intracellular delivery of nanoscale payloads. The outcomes of this work can be used for the development of PL1-derived peptides with improved stability, affinity, and specificity for precision targeting of the tumor ECM and malignant cells."
2022,Irina Hussainova; Maksim Antonov; Rahul Kumar; Ramin Rahmani Ahranjani,Solid Lubrication at High-Temperatures: A Review,https://www.mdpi.com/1996-1944/15/5/1695,http://dx.doi.org/10.3390/ma15051695,,,"Understanding the complex nature of wear behavior of materials at high-temperature is of fundamental importance for several engineering applications, including metal processing (cutting, forming, forging), internal combustion engines, etc. At high temperatures (up to 1000 Â°C), the material removal is majorly governed by the changes in surface reactivity and wear mechanisms. The use of lubricants to minimize friction, wear and flash temperature to prevent seizing is a common approach in engine tribology. However, the degradation of conventional liquid-based lubricants at temperatures beyond 300 Â°C, in addition to its harmful effects on human and environmental health, is deeply concerning. Solid lubricants are a group of compounds exploiting the benefit of wear diminishing mechanisms over a wide range of operating temperatures. The materials incorporated with solid lubricants are herein called â€˜self-lubricating' materials. Moreover, the possibility to omit the use of conventional liquid-based lubricants is perceived. The objective of the present paper is to review the current state-of-the-art in solid-lubricating materials operating under dry wear conditions. By opening with a brief summary of the understanding of solid lubrication at a high temperature, the article initially describes the recent developments in the field. The mechanisms of formation and the nature of tribo-films (or layers) during high-temperature wear are discussed in detail. The trends and ways of further development of the solid-lubricating materials and their future evolutions are identified."
2020,Anastassia Taivosalo; Dmitri Pismennõi; Georg Arju; Raivo Vilu; Taivo Lints,Application of the UHPLC-DIA-HRMS Method for Determination of Cheese Peptides,https://www.mdpi.com/2304-8158/9/8/979,http://doi.org/10.3390/foods9080979,"dairy product analysis, cheese peptidomics, cheesemaking, data-independent acquisition",,"Until now, cheese peptidomics approaches have been criticised for their lower throughput. Namely, analytical gradients that are most commonly used for mass spectrometric detection are usually over 60 or even 120 min. We developed a cheese peptide mapping method using nano ultra-high-performance chromatography data-independent acquisition high-resolution mass spectrometry (nanoUHPLC-DIA-HRMS) with a chromatographic gradient of 40 min. The 40 min gradient did not show any sign of compromise in milk protein coverage compared to 60 and 120 min methods, providing the next step towards achieving higher-throughput analysis. Top 150 most abundant peptides passing selection criteria across all samples were cross-referenced with work from other publications and a good correlation between the results was found. To achieve even faster sample turnaround enhanced DIA methods should be considered for future peptidomics applications."
2023,Age Poom; Tuuli Toivonen,How to best map greenery from a human perspective? Comparing computational measurements with human perception,https://www.frontiersin.org/articles/10.3389/frsc.2023.1160995/full,https://doi.org/10.3389/frsc.2023.1160995,,"Urban greenery, Human perception, image segmentation, green view index, point cloud methods, NDVI","Urban greenery has been shown to impact the quality of life in our urbanizing societies. While greenery is traditionally mapped top-down, alternative computational approaches have emerged for mapping greenery from the street level to mimic human sight. Despite the variety of these novel mapping approaches, it has remained unclear how well they reflect human perception in reality. We compared a range of both novel and traditional mapping methods with the self-reported perception of urban greenery at randomly selected study sites across Helsinki, the capital of Finland. The mapping methods included both image segmentation and point cloud-based methods to capture human perspective as well as traditional approaches taking the top-down perspective, i.e., land cover and remote sensing-based mapping methods. The results suggest that all the methods tested are strongly associated with the human perception of greenery at the street-level. However, mapped greenery values were consistently lower than the perceived values. Our results support the use of semantic image segmentation methods over color segmentation methods for greenery extraction to be closer to human perception. Point cloud-based approaches and top-down methods can be used as alternatives to image segmentation in case data coverage for the latter is limited. The results highlight a further research need for a comprehensive evaluation on how human perspective should be mimicked in different temporal and spatial conditions."
2021,Pirko Tõugu,Tinkering with testing: Understanding how museum program design advances engineering learning opportunities for children,https://www.frontiersin.org/articles/10.3389/fpsyg.2021.689425/full?utm_source=Email_to_authors_utm_medium=Emailutm_content=T1_11.5e1_authorutm_campaign=Email_publicationfield=journalName=Frontiers_in_Psychologyid=689425,http://dx.doi.org/10.3389/fpsyg.2021.689425,,,"Using a design-based research approach, we studied ways to advance opportunities for children and families to engage in engineering design practices in an informal educational setting. 213 families with 5&11-year-old children were observed as they visited a tinkering exhibit at a children's museum during one of three iterations of a program posing an engineering design challenge. Children's narrative reflections about their experience were recorded immediately after tinkering. Across iterations of the program, changes to the exhibit design and facilitation provided by museum staff corresponded to increased families' engagement in key engineering practices. In the latter two cycles of the program, families engaged in the most testing, and in turn, redesigning. Further, in the latter cycles, the more children engaged in testing and retesting during tinkering, the more their narratives contained engineering-related content. The results advance understanding and the evidence base for educational practices that can promote engineering learning opportunities for children."
2023,Dmitri Martila; Stefan Groote,Analytic error function and numeric inverse obtained by geometric means,https://www.mdpi.com/2571-905X/6/1/26,https://doi.org/10.3390/stats6010026,,,"Using geometric considerations, we provided a clear derivation of the integral representation for the error function, known as the Craig formula. We calculated the corresponding power series expansion and proved the convergence. The same geometric means finally assisted in systematically deriving useful formulas that approximated the inverse error function. Our approach could be used for applications in high-speed Monte Carlo simulations, where this function is used extensively."
2023,Andrus Leinpuu; Ergo Rikmann; Hugo M�ndar; Jüri Liiv; Mait Mets; Merrit Shanskiy; Tõnis Teppand; Vello Pallav,Stabilization of Road Embankments on Peat Soils Using Oil Shale Ash and Pozzolanic Additives,https://www.mdpi.com/2076-3417/13/14/8366,http://dx.doi.org/10.3390/app13148366,,,"Using kukersite oil shale ash for the stabilization of organic-rich soils has been extensively studied but without much success. The main reason for this is the retarding effect of humic acids present in organic-rich soils on the formation of the C&S&H (calcium&silicate&hydrate) phase, which effectively prevents the solidification of cementitious materials in peat soils. Based on the studies performed at the University of Tartu, we have developed a novel method for the in situ mass stabilization of peat soils using waste materials (calcareous fly ash and silica fume). In this manner, the perfect hardening of peat&ash mixtures (to each 1 m3of soil, 150&400 kg ash, 25&50 L pozzolanic additives, and 2.5&5 kaNaOH were added) can be achieved. A test road embankment was constructed under extremely hard conditions in a peat quarry that is currently in use."
